Edad;HorasEstudioxDia;HoraDescansoxDia;HorasFrentePantalla;HorasGymxSemana;PorcAsistencia;NivelStress;Promedio;Categoria_Rendimiento
20;5.7;5.45;4.23;1.55;92.18;7.87;69.33;Medio
20;6.46;7.57;2.21;21;93.56;7.87;73.69;Medio
20;3.38;5.87;6.02;1.56;79.49;4.64;70.99;Medio
20;5.12;4.92;4.52;20.89;87.01;7.26;68.42;Medio
20;4.86;5.65;10.01;13.63;82.07;6.81;72.46;Medio
20;5.74;5.47;6.76;5;92.52;7.64;71.52;Medio
20;3.59;7.14;1.31;7.06;78.58;3.85;64.35;Medio
20;4.83;5.37;5.52;6.34;77.65;6.86;65.76;Medio
20;2.58;7.63;7.53;0;66.4;1.69;70.52;Medio
20;3.74;6.92;5.08;3.35;82.91;3.3;66.03;Medio
20;2.54;8.12;4.61;7.82;81.98;1;66.33;Medio
20;4.45;7.52;5.07;4.38;87.13;4.99;71.51;Medio
20;3.77;7.78;3.27;10.31;77.85;2.98;63.07;Medio
20;3.25;6.88;3.68;11.63;76.13;3.38;73.97;Medio
20;5.73;8.08;9.86;13.97;87.37;6.06;72.57;Medio
20;2.1;7.55;1;17.85;58.71;1;71.07;Medio
20;4.26;7.62;4.49;0;84.46;4.53;68.56;Medio
20;5.7;8.2;7.43;5.11;83.22;6.11;65.54;Medio
20;3.41;7.64;7.17;12.61;75.95;2.2;73.33;Alto
20;4.04;6.32;7.1;8.67;74.53;5.68;71.69;Alto
20;5.22;7.01;7.12;11.68;86.4;4.83;76.65;Alto
20;5.68;6.03;4.55;4.35;93.46;6.99;70.39;Alto
20;4.46;8.15;1;0.55;78.99;2.83;70.4;Alto
20;4.8;6.95;1;3.28;75.61;4.4;81.88;Alto
20;4.88;6.57;4.68;1.96;79.21;5.38;77.31;Alto
20;4.3;8.12;4.33;8.79;85.5;4.29;66.67;Alto
20;2.4;6.4;1.81;4.98;66.08;2.31;72.98;Alto
20;5.61;7.76;2.77;11.92;90.01;4.82;71.64;Alto
20;5.47;7.64;5.8;1.8;89.21;4.89;80.07;Alto
20;6.92;6.96;4.69;9.51;100;8.64;77.33;Alto
20;5.58;6.75;6.14;6.47;81.92;5.91;67.26;Alto
20;2.33;7.96;4.54;0.86;76.44;1;79.49;Alto
20;4.34;6.87;3.51;17.65;79.78;3.48;83.22;Alto
20;3.57;7.63;5.77;4.05;78.64;1.96;65.91;Alto
20;5;6.46;6.59;10.71;78.88;5.91;76.99;Alto
20;4.75;6.26;6.29;7.96;84.52;4.16;74.03;Alto
20;4.37;7.22;5.18;11.87;83.31;2.4;77.94;Alto
20;4.55;6.86;2.1;11.43;79.3;3.56;75.63;Alto
20;3.16;9.25;6.64;11.01;82.49;1;79.88;Alto
20;5.42;7.22;4.39;16.74;90.75;4.07;76.14;Alto
20;5.96;6.77;2.85;14.9;85.4;6.56;79.48;Alto
20;4.97;7.7;6.12;14.01;85.3;3.22;75.95;Alto
20;5.94;7.47;4.61;8.36;85.82;5.53;80.84;Alto
20;4.55;8.62;6.68;3.02;76.36;1.19;85.46;Alto
20;3.85;9.22;7.14;5.21;74.77;1.79;93.93;Alto
20;8.05;7.34;6.46;0;100;7.55;85.61;Alto
21;1.42;3.51;4.84;5.11;63.67;7.14;40.84;Bajo
21;0.66;4.15;2.05;0;66.41;5.6;35;Bajo
21;0.5;3.46;5.68;10.14;62.19;3.75;39.71;Bajo
21;0.81;4.67;3.76;12.49;61.91;1.83;53.47;Bajo
21;4.21;5.5;4.11;4.04;80.79;7.07;42.64;Bajo
21;4.25;5.51;3.94;2.28;81.51;6.35;48;Bajo
21;3.31;5.51;6.11;17.94;79.34;5.8;54.83;Bajo
21;3.1;4.85;7.21;3.08;68.86;4.79;51.3;Bajo
21;3.42;5.78;3.73;5.67;86.06;5.42;50.73;Bajo
21;1.45;6.07;6.82;0;65.52;1.66;56.29;Bajo
21;2.09;6.06;3.01;5.3;69.38;3.46;50.8;Bajo
21;2.55;6.11;6.39;11.46;78.87;4.52;49.44;Bajo
21;2.07;4.99;3.76;3.63;69.97;5.56;49.77;Bajo
21;4.44;4.38;9.12;4.13;90.04;7.65;53.4;Bajo
21;5.14;5.21;6.08;3.78;80.42;8.29;58.04;Bajo
21;3.29;7;4.48;13.76;85.65;3.59;59.89;Bajo
21;4.87;5.63;7.35;9.34;86.45;6.65;50.7;Bajo
21;3.97;4.83;3.18;6.06;75.64;6.21;48.63;Bajo
21;2.71;6.31;5.63;5.47;70.2;3.91;59.92;Bajo
21;4.23;5.82;1.03;0;77.76;6.78;59.77;Bajo
21;5.1;4.29;4.88;0.79;85.28;7.56;60.34;Bajo
21;2.82;5.91;4.17;5.51;84.62;2.69;61.57;Bajo
21;5.24;6.06;3.38;7.43;86.29;5.59;61.48;Bajo
21;4.12;5.3;6.61;2.99;82.49;5.78;53.97;Bajo
21;4.77;6.44;9.21;0;80.79;5.84;61.25;Bajo
21;4.19;7.37;7.46;7.55;84.34;3.65;63.96;Bajo
21;2.11;6.95;5.38;0.96;79.19;2.56;53.32;Bajo
21;4.49;5.99;5.05;7.23;83.82;6.76;69.84;Bajo
21;4.58;5.79;1.19;2.7;87.72;6.38;64.43;Bajo
21;3.94;6.26;5.46;7.01;79.07;6.78;56.08;Bajo
21;3.54;6.34;5.87;11.26;75.6;4.98;61.61;Bajo
21;3.55;4.29;3.36;6.59;65.47;5.39;58.85;Bajo
21;5.02;6.9;4.92;1.83;90.27;6.36;61.18;Bajo
21;1.25;6.43;4.04;7.05;75.34;1.47;58.79;Bajo
21;2.74;6.28;5.97;7.64;75.15;2.66;61.59;Bajo
21;4.17;6.69;2.72;6.29;74.75;5.54;58.89;Bajo
21;4.24;5.12;6.91;7.96;82.56;6.06;63.68;Bajo
21;1.61;6.45;8.52;6.13;63.57;3.34;60.75;Bajo
21;2.57;7.4;8.2;7.94;75.32;3.21;61.09;Medio
21;4.2;6.42;4.87;9.58;78.13;3.68;67.45;Medio
21;3.28;7;6.5;0.91;75.5;4.59;61.92;Medio
21;6.17;4.73;6.41;1.96;99.34;8.49;61.45;Medio
21;4.6;5.9;6.33;11.27;85.03;6.23;55.86;Medio
21;3.73;5.75;6.14;2.68;75.89;4.89;53.28;Medio
21;5.29;6.78;2.93;3.72;92.9;7.38;62.91;Medio
21;2.67;7.27;5.31;0.45;71.33;1.85;66.85;Medio
21;3.35;5.85;5.94;13.15;81.02;4.26;67.72;Medio
21;4.58;4.18;5.49;8.02;77.74;6.48;61.58;Medio
21;3.35;5.61;1.75;19.41;84.78;4.99;70.27;Medio
21;3.02;6.78;4.98;3.59;72.4;2.76;66.72;Medio
21;2.49;7.06;1.65;14.21;76.19;1.95;63.69;Medio
21;2.46;7.32;3.83;13;70.46;2.4;66.32;Medio
21;2.31;7.41;7.62;11.34;66.16;2.21;67.84;Medio
21;2.97;6.76;2.42;8.21;75.53;1;64.55;Medio
21;4.31;6.14;4.6;11.42;83.47;5.89;70.35;Medio
21;2.09;5.94;5.22;13.02;68.86;2.21;63.68;Medio
21;1.1;8.1;3.38;3;63.43;1;62.35;Medio
21;3.75;5.6;6.27;7.79;75.7;5.5;63.52;Medio
21;5.59;5.65;6.26;11.76;93.86;6.97;59.81;Medio
21;4.23;6.66;2.94;9.26;78.66;4.61;64.22;Medio
21;2.85;7.76;5;21;70.37;1.95;71.42;Medio
21;4.33;5.78;5.74;9.25;88.64;4.54;63.76;Medio
21;5.15;7.01;6.01;14.01;89.96;5.31;67.99;Medio
21;4.95;5.54;3.42;8.65;88.9;5.65;69.92;Medio
21;5.58;6.72;4.68;5.69;89.8;5.31;72.41;Medio
21;3.36;8.06;3.47;4.72;71.18;3.28;62.35;Medio
21;4.04;5.52;4.54;9.5;79.59;6.04;73.18;Medio
21;4.29;8.3;1.84;3.08;82.27;3.49;70.61;Medio
21;4.13;6;7.04;16.93;87.24;5.45;68.88;Medio
21;3.09;8.95;4.41;9.19;76.51;2.16;66.8;Medio
21;3.93;7.87;6.58;1.83;62.3;2.35;64.75;Alto
21;2.64;6.95;7.37;12.95;75.9;1.81;63.86;Alto
21;3.89;7.43;5.14;10.41;74.08;5.48;76.33;Alto
21;6.53;7.14;6.5;0;96.7;5.69;74.14;Alto
21;4.08;6.76;3.6;6.54;91.68;4.18;67.87;Alto
21;5.18;7.19;4.38;12.1;82.15;4.24;72.7;Alto
21;3.11;7.9;6.53;8.42;76.05;1.85;70.49;Alto
21;3.87;7.21;5.43;8.91;84.48;3.94;70.37;Alto
21;5.59;6.24;7.05;6.03;89.87;4.62;71.15;Alto
21;7.12;6.43;5.37;6.25;98.97;8.27;71.72;Alto
21;1.38;7.29;2.47;6.48;61.94;1;75.68;Alto
21;4.07;8.37;5.23;14.22;81.73;2.76;70.11;Alto
21;1.88;7.98;3.42;1.58;77.4;1;71.89;Alto
21;5.63;6.8;6.21;2.06;92.1;6.01;78.62;Alto
21;5.13;7.8;2.49;11.14;83.9;3.07;67.2;Alto
21;5.27;6.99;1.66;1.89;87.17;5.67;75.87;Alto
21;6.58;6.75;4.09;8.23;100;7.56;74.05;Alto
21;2.5;6.45;3.86;1.07;75.89;2.87;73.93;Alto
21;5.41;7.28;7.24;6.14;89.31;5.94;83.74;Alto
21;6.05;5.76;6.38;0;83.62;6.54;74.2;Alto
21;4.4;7;5.04;3.63;88.14;3.72;78.09;Alto
21;5.44;7.31;8;7.34;80.92;5.85;80.19;Alto
21;3.17;7.75;4.13;1.09;74.1;2.21;71.75;Alto
21;5.73;6.57;5.82;8.06;89.03;6.58;75.59;Alto
21;4.53;7.04;3.66;10.48;84.42;5.8;75.36;Alto
21;7.36;6.28;4.51;13.49;94.85;8.92;68.54;Alto
21;5.36;8.22;3.13;7.65;93.43;3.43;80.55;Alto
21;3.27;7.54;5.68;7.16;82.39;2.69;72.69;Alto
21;7.16;4.62;4.44;0.2;89.99;7.45;76.19;Alto
21;3.52;8.94;2.19;8.82;81.83;1.31;71.97;Alto
21;6.35;8.04;6.59;7.24;89.02;5.54;75.89;Alto
21;4.31;8.16;8.68;7.94;76.74;2.46;72.39;Alto
21;2.92;8.38;3.47;4.93;75.4;1;74.33;Alto
21;5.74;6.82;7.13;9.13;89.93;5.65;83.86;Alto
21;6.09;6.73;6.53;0;90.33;5.05;75.25;Alto
21;7.61;5.47;1.72;3.18;92.31;8.3;92.76;Alto
21;5.54;7.03;5.14;16.78;78.52;4.59;69.74;Alto
21;5.71;6.08;1.33;9.32;91.81;5.93;78.02;Alto
21;7.29;7.54;3.75;1.65;99.7;7.84;83.86;Alto
21;5.26;8.22;5.31;15.85;92.92;3.01;92.84;Alto
21;4.57;8.36;7.19;0;75.83;3.49;89.19;Alto
21;5.29;7.7;6.03;4.91;85.98;2.62;86.1;Alto
21;3.88;10;4.28;7.3;79.57;1;85.41;Alto
21;7.05;7.06;4.97;13.92;93.7;5.65;83.48;Alto
21;6.22;6.9;4.68;3.23;90.84;5.59;81.19;Alto
21;5.53;8.18;5.11;4.42;93.51;3.88;85.4;Alto
22;3.25;4.52;6.1;8.62;74.5;8;40.08;Bajo
22;2.38;4.65;7.62;6.17;70.2;5.58;60.19;Bajo
22;0.5;5.45;3.25;6.02;54.7;1.6;44.01;Bajo
22;3.22;7.04;2.88;0;78.04;5.67;51.74;Bajo
22;3.68;4.84;4.4;5.65;71.07;7.29;57.16;Bajo
22;5.1;3.66;6.3;9.83;81.11;8.13;52.19;Bajo
22;4.89;3.35;6.95;6.87;89.4;7.49;52.37;Bajo
22;4.58;4.46;4.23;6.57;84.98;8.63;57.82;Bajo
22;3.21;5.53;6.8;1.87;72.88;5.38;51.91;Bajo
22;4.06;5.5;5.86;0;83.11;6.03;54.21;Bajo
22;2.43;4.97;4.16;8.36;75.2;2.73;54.91;Bajo
22;2.65;4.83;1.87;0.73;75.42;4.64;40.27;Bajo
22;2.19;6.03;5.3;9.05;69.8;2.96;58.24;Bajo
22;2.69;6.59;5.17;11.14;72.19;3.34;48.87;Bajo
22;3.61;4.39;3.59;12.39;79.75;6.83;63.1;Bajo
22;2.99;5.29;5.02;11.11;71.27;4.03;50.87;Bajo
22;1.08;6.92;7;4.8;62.06;1;60.82;Bajo
22;2.88;6.24;4.89;11.04;78.1;2.84;65.11;Bajo
22;3.84;5.41;3.82;3.98;87.46;6.3;49.02;Bajo
22;1.7;5.9;3.29;0;74.16;2.19;57.71;Bajo
22;2.51;8.04;4.25;14.46;75.69;2.68;53.46;Bajo
22;5.36;5.74;7.42;10.86;87.03;7.66;61.9;Bajo
22;4.13;4.84;6.08;6.07;75.79;7.06;67.98;Bajo
22;4.56;4.82;6.58;5.1;64.3;6.83;63.07;Bajo
22;3.48;4.44;6.22;0;76.71;3.93;54.19;Bajo
22;5.91;3.09;5.01;6.89;88.73;7.94;69.77;Bajo
22;3.92;5.28;2.76;2.9;76.4;6.19;70.08;Bajo
22;2.26;4.94;6.78;2.7;74.43;2.82;61.89;Bajo
22;3.22;6.55;3.03;10.72;75.22;4.02;60.28;Bajo
22;3.13;6.45;7.77;6.7;74.24;4.46;56.36;Bajo
22;1.47;7.53;5.13;0;71.97;2.49;64.31;Bajo
22;2.18;6.27;3.26;12.91;69.52;1.92;70.17;Bajo
22;3.48;7.54;3.41;0.29;80.61;4.12;61.74;Medio
22;5.18;4.14;8.46;19.67;81.97;8.03;58.37;Medio
22;5.03;6.1;6.85;10.1;84.11;5.31;57.89;Medio
22;6.57;5.86;5.33;5.04;87.11;7.15;52.34;Medio
22;3;5.22;3.54;14.35;79.51;3.97;67.81;Medio
22;4.18;4.71;5.85;0;84.18;4.17;61.68;Medio
22;4.22;5.82;4.1;5.36;80.64;3.77;58.99;Medio
22;4.56;6.34;1.08;6.81;87.27;4.76;59.97;Medio
22;4.51;6.73;6.19;10.51;77.26;5.83;59.41;Medio
22;4.49;7.51;5.82;13.09;72.52;4.45;63.05;Medio
22;4.95;6.17;3.48;7.9;88.91;6.64;51.55;Medio
22;5.4;7.16;4.13;5.08;85.98;5.15;58.74;Medio
22;3.68;6.81;6.23;7.32;87.83;3.74;60.41;Medio
22;5.87;6.34;5.05;20.8;90.77;8.24;63.29;Medio
22;6.02;4.96;5.13;1.49;97.06;7.63;63.13;Medio
22;1.82;6.33;4.49;2.13;68.5;2;68.35;Medio
22;5.24;6.88;7.87;3.97;76.97;5.83;63.17;Medio
22;6.41;5.58;2.79;0;86.9;9.09;75.4;Medio
22;5.22;7.64;1.87;4.99;85.16;5.1;68.08;Medio
22;5.3;5.17;4.6;5.16;88.97;6.84;69.78;Medio
22;4.42;4.87;4.26;10.38;91.18;6.21;69.61;Medio
22;3.38;5.59;5.46;4.71;80.34;4.76;68.51;Medio
22;1.63;7.45;3.6;0;70.73;1;69.4;Medio
22;3.94;7.71;2.85;13.38;75.34;3.63;66.93;Medio
22;4.33;7.4;6.41;14.89;80.51;3.1;68.4;Medio
22;4.52;8.88;8.73;5.74;85.35;3.5;68.11;Medio
22;4.23;7.77;5.33;6.28;87.94;3.45;64.18;Medio
22;3.05;5.73;2.31;1.7;77.11;5.11;62.55;Medio
22;3.39;6.05;4.93;14.62;68.8;3.6;61.3;Medio
22;4.67;6.91;3;6.23;84.07;4.52;70.11;Medio
22;5.62;5.42;3.02;0;91.52;7.4;73.95;Medio
22;3.16;7.02;10.36;6.88;78.03;3.45;72.24;Medio
22;2.95;6.28;1;3.74;75.52;2.3;67.59;Medio
22;3.55;8.37;5.43;10.07;76.91;3.17;68.12;Medio
22;3.13;7.19;2.8;12.77;72.47;1.94;70.62;Medio
22;5.55;5;2.94;1.11;78.78;7.58;72.79;Alto
22;3.76;7.54;9.8;0;81.59;2.12;75.55;Alto
22;4.82;7.63;5.93;9.17;82.97;3.73;73.95;Alto
22;3.55;6.48;2.15;0.51;76.06;3.3;74.93;Alto
22;4.25;7.56;3.52;13.59;82.21;3.86;69.43;Alto
22;5.03;7.56;3.15;18.53;83.73;4.83;73.7;Alto
22;4.39;7.34;5.42;4.8;83.08;2.52;75.3;Alto
22;5.6;5.9;5.48;7.47;87.41;6.13;65.98;Alto
22;4.13;8.84;6.45;6.03;78.98;3.54;65.19;Alto
22;4.95;6.52;3.89;10.69;75.68;4.83;72.73;Alto
22;4.67;6.54;2.12;9.99;83.39;4.93;80.89;Alto
22;3.38;7.57;3.07;1.48;79.48;3.14;60.98;Alto
22;6.02;7.6;3.66;0;91.1;6.53;69.31;Alto
22;3.82;7.31;2.82;21;80.04;4.3;71.24;Alto
22;3.07;7.69;2.95;19.17;76.72;2.6;75.68;Alto
22;5.67;7.39;8.95;2.49;85.82;6.13;68.26;Alto
22;4.69;5.85;3.28;13.15;87.64;4.36;81.62;Alto
22;4.58;6;3.57;2.65;82.19;4.87;76.39;Alto
22;3.92;8.5;5.26;0;74.79;2.03;83.27;Alto
22;3.67;6.92;3.33;17.76;68.8;3.56;78.01;Alto
22;3.16;7.92;5.23;10.81;77.52;2.13;71.94;Alto
22;4.28;9.3;4.45;0;87.63;1.7;81.18;Alto
22;3.26;7.57;4.16;3.41;75.65;1.63;75.29;Alto
22;2.73;8.49;5.04;10.93;72.54;1.22;75.72;Alto
22;6.21;8.82;1.04;0.57;91.55;5.29;77.07;Alto
22;5.69;7.6;2.69;6.45;94.45;5.68;75.66;Alto
22;4.62;6.12;4.93;11.64;84.6;5.7;69.06;Alto
22;5.88;5.42;5.37;6.98;88.34;6.65;82.67;Alto
22;5.03;7.53;9.61;11.67;89.59;2.84;73.77;Alto
22;4.2;8.78;4.56;0;79.23;2.64;67.79;Alto
22;6.22;9.12;7.66;3.93;88.17;4.39;70.81;Alto
22;4.31;7.48;6.32;0;77.72;2.65;75.78;Alto
22;4.58;7.34;4.81;10.97;87.38;2.9;78.36;Alto
22;5.25;8.85;1.97;1.47;82.82;3.15;89.95;Alto
22;2.67;9.18;6.83;11.82;76.69;1;82.31;Alto
22;4.56;6.92;4.46;3.38;80.94;4.25;81.55;Alto
22;5.6;7.24;4.63;6.36;85.96;5.07;80.63;Alto
22;4.5;6.86;3.28;1.89;91.2;4.28;83.85;Alto
22;7.19;7.42;5.11;12.98;95.53;6.37;82.05;Alto
22;4.63;7.75;7.18;1.15;85.64;1.67;81.76;Alto
22;6.85;8.45;3.84;12.67;92.57;3.53;77.75;Alto
23;2.42;3;5.82;2.16;73.95;6.62;46.26;Bajo
23;3.87;4.11;2.81;12.8;74.78;9.74;36.22;Bajo
23;2.62;6.07;3.42;11.27;77.74;4.14;51.47;Bajo
23;2.01;4.56;2.54;9.55;69.35;5.08;45.71;Bajo
23;3.72;5.69;2.98;14.42;77.9;5.74;54.48;Bajo
23;2.81;6.15;5.44;5.49;68.04;3.49;47.82;Bajo
23;1.08;6.37;4.2;9.59;59.34;2.03;50.62;Bajo
23;0.89;8.42;7.13;14.3;58.84;1;54.54;Bajo
23;2.8;6.57;7.44;7.73;65.27;4.7;43.63;Bajo
23;3.24;6.64;8.14;6.92;80.24;4.05;58.48;Bajo
23;0.68;7.65;4.64;0;71.44;1;56.73;Bajo
23;1.89;5.5;3.31;7.68;60.85;4.12;48.38;Bajo
23;1.76;5.26;1.35;4.37;61.72;3.29;50.36;Bajo
23;4.74;4.89;8.16;0;81.5;6.98;47.54;Bajo
23;4.93;4.4;3.24;0.92;89.08;8.12;45.66;Bajo
23;3.27;5.37;1.72;5.11;73.58;7.41;58.31;Bajo
23;2.74;5.94;8.38;1.52;74.32;4.74;61.48;Bajo
23;3.47;4.5;3.13;10.1;75.06;6;54.27;Bajo
23;4.45;6.29;5.91;14.04;89.41;6.97;62.4;Bajo
23;4.07;6.3;4.88;2.1;80.34;4.52;55.33;Bajo
23;5.64;5.41;4.65;21;96.84;8.92;54.18;Bajo
23;4.24;6.04;3.72;6.73;84.52;6.1;63.93;Bajo
23;2.73;5.67;4.79;2.56;71.99;3.89;63.45;Bajo
23;3.41;5.92;4.63;5.64;82.57;3.81;64.87;Bajo
23;2.68;5.31;2.4;4.49;65.35;4.01;64.86;Bajo
23;5.3;5.79;8.12;1.44;91.01;7.96;60.89;Bajo
23;3.83;4.77;2.98;5.94;76.44;5.04;59.42;Bajo
23;2.84;6.19;6.04;7.41;70.37;2.85;60.95;Bajo
23;1.18;7.06;5.27;2.47;67.8;3.36;53.38;Bajo
23;2.48;6.68;3.71;5.02;64.75;3.17;60.18;Bajo
23;2.65;6.76;6.31;3.19;69.02;1.92;63.95;Bajo
23;4.13;6.64;1;7.67;83.49;6.55;58.87;Bajo
23;4.87;3.45;6.03;8.6;80.74;8.9;57.21;Bajo
23;5.31;5.03;3.78;6.25;93.66;8.15;60.07;Bajo
23;2.77;6.24;1.66;8;76.35;3.3;57.73;Bajo
23;1.68;7.4;7.21;3.59;71.88;1.61;69.58;Bajo
23;4.64;5.46;5.29;9.85;83.09;4.73;60.56;Bajo
23;4.55;4.4;4.35;8.25;91.17;4.15;64.24;Bajo
23;2.58;5.08;6.06;6.07;70.61;4.19;62.75;Bajo
23;2.08;8.26;3.49;6.59;78.06;2.45;63.61;Medio
23;4.27;5.94;8.28;13.04;82.26;7.2;68.49;Medio
23;2.71;7.52;2.77;3.71;69.33;4.21;58.83;Medio
23;2.73;6.82;5.54;13.51;73.62;4.18;73.32;Medio
23;5.7;6.61;1;5.05;84.97;5.8;71.03;Medio
23;2.23;7.26;3.16;16.89;76.18;3.5;69.56;Medio
23;3.75;5.15;4.14;14.61;79.91;4.05;63.13;Medio
23;4.38;5.35;2.44;0;87.33;5.96;67.48;Medio
23;4.42;6.65;4.38;7.03;81.13;4.52;68.51;Medio
23;2.01;5.92;5.58;0;63.93;2.72;62.29;Medio
23;6.92;4.39;5.86;11.79;96.13;8.56;68.65;Medio
23;5.05;5.44;3.79;12.89;88.57;7.28;70.48;Medio
23;3.34;7.53;5.02;7;81.49;2.81;54.46;Medio
23;4.78;5.83;8.24;8.41;76.59;3.98;70.01;Medio
23;5.06;5.95;5.88;6.71;90.3;6.89;64.85;Medio
23;3.97;5.52;1;1.03;81.82;6.03;62.73;Medio
23;6.58;5.28;2.29;5.6;92.99;8.86;63.29;Medio
23;4.7;6.79;7.23;13.34;84.92;6.65;66.59;Medio
23;4.64;7.52;1.07;5.74;83.14;4.63;63.54;Medio
23;6.42;6.06;4.84;10.08;91.57;6.76;77.48;Medio
23;2.03;9.21;3.69;12.44;74.89;1;62.84;Medio
23;3.86;5.89;5.94;10.97;74.52;5.85;68.87;Medio
23;3.39;6.82;5.97;11.01;77.16;4.54;59.39;Medio
23;2.63;6.47;7.66;2.99;72.61;1.81;58.45;Medio
23;3.51;6.25;5.35;5.81;79.02;4.12;61.17;Medio
23;5.42;7.1;3.42;12.97;85.62;5.94;71.38;Medio
23;4.16;5.57;5.91;4.4;81.25;4.48;64.63;Medio
23;3.12;4.75;2.48;5.11;70.84;4.41;72.39;Medio
23;4.71;6.69;5.08;13.82;80.44;4.47;67.14;Medio
23;4.14;6.84;9.23;2.67;81.24;4.93;65.86;Medio
23;2.7;6.83;3.71;11.68;72.25;2.79;77.38;Medio
23;5.34;6.78;4.26;13.15;93.12;6.36;72.35;Medio
23;7;6.87;3.56;17.08;95.66;7.21;67.67;Medio
23;3.27;7.41;3.11;11.9;78.05;2.19;73.64;Medio
23;4.21;6.6;4.92;6.99;79.96;4.77;79.52;Medio
23;3.67;7.04;4.64;4.48;81.96;3.88;59.91;Medio
23;4.15;8.37;3.77;7.14;86.03;3.32;70.74;Medio
23;4.28;6.63;3.74;3.77;72.45;5.2;71.01;Medio
23;3.82;6.34;5.02;7.23;86.47;3.23;63.8;Medio
23;4.69;6.13;6.72;9.88;78.29;4.6;70.39;Medio
23;6.38;6.08;6.77;8.5;91.29;8.35;64.9;Medio
23;3.65;6.68;3.01;2.53;81.22;2.47;66.81;Medio
23;5.88;6.55;5.15;5.69;86.32;6.09;58.46;Medio
23;4.48;7.12;2.13;0;75.87;5.7;71.12;Medio
23;5.42;6.54;4.76;9.93;82.63;6.67;64.54;Alto
23;5.64;6.55;5.55;7.79;80.8;5.97;81.9;Alto
23;4.17;6.53;7.57;12.66;84.3;5.38;75.4;Alto
23;5.19;6.71;4.16;2.45;83.66;4.99;66.91;Alto
23;4.47;6.88;3.96;10.91;88.06;3.86;80.32;Alto
23;5.86;5.98;6.75;5.47;96.58;7.05;61.64;Alto
23;4.04;8.24;2.28;4.36;85.92;2.58;73.3;Alto
23;5.43;5.26;4.2;0;84.91;7.57;72.96;Alto
23;4.41;7.37;3.92;12.78;75.98;3.83;72;Alto
23;4.18;7.39;4.13;0;72.16;2;65.22;Alto
23;4.77;6.45;3.22;7.41;85.91;5.74;66.78;Alto
23;4.82;8.03;6.05;12.28;92.18;4.28;70.53;Alto
23;4.35;6.63;5.61;6.14;88.69;4.81;75.15;Alto
23;4.46;7.46;7.12;10.22;84.3;4.03;72.25;Alto
23;4.84;7.74;5.53;3.34;80.34;2.25;73.83;Alto
23;3.99;7.39;2.84;8.74;79.99;2.73;72.88;Alto
23;4.96;8.07;6.77;6.87;94.45;5.39;79.27;Alto
23;4.93;7.98;8.94;0.06;83.66;3.6;79.71;Alto
23;3.87;7.39;6.93;5.26;81.74;2.2;76.26;Alto
23;5.09;8.46;7.11;0.42;77.67;3.15;82.29;Alto
23;4.65;7.15;10.37;0;84.65;4.95;76.89;Alto
23;5.07;7.54;6.9;7;80.28;3.6;80.87;Alto
23;5.27;7.29;6.74;0;84.01;4.27;85.47;Alto
23;4.56;8.25;3.52;0;91.65;2.72;78.13;Alto
23;5.83;9.26;7.19;6.05;88.3;4.66;90.79;Alto
24;3.19;3.39;5.02;2.52;69.4;7.38;40.11;Bajo
24;2.97;5.9;6.12;11.64;80.02;5.41;50.61;Bajo
24;2.7;4.79;6.73;0.43;64.75;5.54;45.48;Bajo
24;0.7;5.29;1.53;8.83;63.27;3.17;39.94;Bajo
24;4.13;5.73;7.75;0.97;73.86;6.68;46.91;Bajo
24;1.31;5.04;7.58;1.42;66.13;3.24;44.95;Bajo
24;2.14;5.7;1.55;7.78;69.55;3.98;56.38;Bajo
24;1.31;7.3;6.59;1.97;66.5;1.32;56.83;Bajo
24;5.74;4.04;1;0;82.52;8.68;50.57;Bajo
24;3.31;6.21;5.92;6.57;79.73;4.19;46.6;Bajo
24;3.22;4.84;7.61;7.44;73.47;6.69;51.47;Bajo
24;0.57;6.93;3.19;7.66;61.59;1;57.86;Bajo
24;1.47;5.72;5.31;1.05;72.49;3.02;54.75;Bajo
24;4.34;6.05;1.38;5.33;80;5.83;48.92;Bajo
24;3.85;5.16;3.27;11.08;78.67;6.92;63.53;Bajo
24;1.67;5.26;6.4;5.63;70.93;2.97;58.92;Bajo
24;3.07;5.2;4.88;16.18;81.9;4.35;52.62;Bajo
24;1.83;5.93;4.51;17.89;72.01;1.41;57.87;Bajo
24;2.72;6.64;8.66;12.14;69.46;4.3;58.55;Bajo
24;2.71;6.61;6.23;3.03;69.38;4.48;65.17;Bajo
24;4.25;5.66;2.97;6.11;84.32;5.7;63.53;Bajo
24;4.6;5.26;4.23;12.64;82.95;7.12;69.63;Bajo
24;3.28;6.21;7.63;0;71.1;5.67;64.45;Bajo
24;2.64;5.33;3.14;1.94;69.27;4.86;58.16;Bajo
24;1.57;6.65;4.67;7.61;74.56;3.25;57.87;Bajo
24;3.41;5.3;2.92;17.99;77.38;5.31;59.5;Bajo
24;4.55;5.18;4.14;11.37;90.07;6.92;60.01;Bajo
24;2.5;5.5;4.61;7.17;73.66;3.06;59.66;Bajo
24;3.98;5.71;5.64;2.32;83.34;6.04;69.05;Bajo
24;4.66;5.31;6.35;16.47;82.08;7.42;52.67;Bajo
24;4.46;6.19;6.42;10.5;89.23;5.95;69;Bajo
24;3.75;6.44;6.82;0.83;84.52;5.6;58.98;Medio
24;4.33;6.87;8.41;11.43;76.53;5.32;63.46;Medio
